experiment,mae,rmse,median_ae,r2,fit_seconds,predict_seconds
dummy_median,12.750157400000003,21.771975468294098,7.440000000000001,-0.08714245011477151,0.19483695800000067,0.026166875000001255
ridge_raw_base,9.160698712873119,13.519973858964107,6.873023684710727,0.5807795253663806,0.467489582999999,0.026029875000000757
ridge_log_base,9.250649325265437,15.038907422996761,6.168830908586159,0.48129151364633094,0.3791471669999993,0.023104707999999974
ridge_raw_route_match,5.980155354026328,9.913088950306152,4.02112553826208,0.7746234182098548,1.6355456660000005,0.11894095899999968
ridge_raw_route_statistics,5.647046300861866,9.612709605749943,3.8675679042702793,0.7880748852344045,1.2501052080000008,0.19660320799999909
