experiment,mae,rmse,median_ae,r2,fit_seconds,predict_seconds
dummy_median,12.750157400000003,21.771975468294098,7.440000000000001,-0.08714245011477151,0.17710824999999986,0.023709124999999887
ridge_raw_base,9.160698712873119,13.519973858964107,6.873023684710727,0.5807795253663806,0.43381420899999945,0.023914624999999745
ridge_log_base,9.250649325265437,15.038907422996761,6.168830908586159,0.48129151364633094,0.3819007919999997,0.027179874999999853
ridge_raw_route_match,5.980155354026328,9.913088950306152,4.02112553826208,0.7746234182098548,1.5349016659999997,0.10740479100000044
ridge_raw_route_statistics,5.647046300861866,9.612709605749943,3.8675679042702793,0.7880748852344045,1.2314433750000013,0.2328114579999987
